ID,RiskScore
0,33.62143931349384
1,54.85547802910794
2,32.63729845814424
3,34.40382192542468
4,33.61166385734186
5,73.66863485310498
6,32.108377585687094
7,29.61006447498862
8,28.428980267995975
9,64.56151635922544
10,52.879373570406784
11,26.094516456399255
12,47.56954951103935
13,36.604940959360555
14,51.679628560796786
15,59.95462272477744
16,27.92927469026025
17,31.073140871801144
18,66.41818440235468
19,65.97408638671355
20,75.78603339932602
21,32.08720462117948
22,64.34022415166629
23,34.911474485534356
24,54.01122548208054
25,28.915143374899706
26,32.351836813282084
27,28.888571268431548
28,56.03664775742041
29,78.49934123557932
30,30.218041523875655
31,62.89390077836369
32,32.74607660337688
33,31.315118746659557
34,38.8923060314752
35,38.76856569699595
36,69.48332111647039
37,56.54026911369735
38,43.47240495353423
39,69.75659928163483
40,66.4128402161464
41,55.18850767753294
42,76.59256713645729
43,25.912481228380464
44,44.85604275422687
45,30.47648036869772
46,36.39545688046019
47,69.63902471640245
48,29.021231713059912
49,37.09907998727162
50,61.84944597173466
51,58.27104564636372
52,49.38436032100139
53,34.859070481228066
54,28.385164646875218
55,31.022814884460665
56,74.25675788416216
57,36.6291801965591
58,41.27828494063981
59,62.91363209688001
60,71.27432259077064
61,49.14544974846358
62,31.068269441177186
63,80.00222992968959
64,25.588136469288926
65,32.051625188617344
66,57.8640219807522
67,63.6034907621219
68,38.177661307824586
69,67.79860774097132
70,37.70241967080277
71,41.622798500965814
72,51.18310031867226
73,62.202001526688086
74,54.2208806292133
75,63.825874154532855
76,65.07002691609283
77,24.86802382687234
78,51.07188882532073
79,59.80492615817232
80,71.0521951697562
81,63.84389978804673
82,56.15475799523867
83,33.9129738464725
84,67.47307769972367
85,71.07528031761998
86,60.86437025878848
87,26.6619703861127
88,52.57379758965086
89,75.1795247177321
90,35.303955642218256
91,59.50260114598523
92,32.92908146736863
93,31.250711613810076
94,38.581767663853526
95,36.0777505468721
96,35.23922497210553
97,63.90750956589689
98,33.45256051601406
99,61.80447604492849
100,35.52622740767828
101,34.11110160992982
102,71.77363617027139
103,75.99054920047384
104,31.254587632208178
105,83.83103088114555
106,70.42907237741525
107,71.84140024449937
108,38.42659327559965
109,80.06484465747019
110,50.037206303916115
111,66.42150402762637
112,81.75531400153052
113,66.38346241635857
114,65.58674452759904
115,32.087139748739645
116,73.41812048884036
117,55.35821787122307
118,37.82638271948792
119,44.78348510319378
120,29.15539163478158
121,74.64138120363114
122,26.632979908024048
123,58.53565406046981
124,34.4889698482386
125,64.56462547970524
126,23.060772323491612
127,31.586709256505507
128,34.90422817125037
129,75.16154410317097
130,30.50147979489082
131,66.54195330861498
132,74.23959539978866
133,79.67548529529114
134,27.73261793470548
135,32.42520840986331
136,23.254813776065347
137,30.598393226133282
138,35.87576454389166
139,40.25193686123042
140,49.67176035562299
141,49.02179686094924
142,27.782089139172953
143,26.12392068598622
144,66.82756374501726
145,34.10653840474266
146,53.30357197731581
147,69.76218616598084
148,69.08665639404738
149,73.86548172749822
150,36.66021540878171
151,31.81243804422973
152,71.69447030406693
153,41.58423045915505
154,63.021271649253904
155,36.36977480693698
156,66.88554926996895
157,67.18467543152526
158,63.020546417465745
159,69.99106758105441
160,50.30779577437503
161,30.771901791684655
162,70.08741234500378
163,33.922789578246345
164,43.90752768004498
165,53.57585651294923
166,28.908228788703404
167,49.0307211956909
168,34.778599476438295
169,26.975776700584085
170,32.343441083220206
171,37.8666684894976
172,63.53330591821484
173,41.74110063490379
174,30.38934705314378
175,40.89821359138926
176,64.36166214686739
177,45.27856781253948
178,46.97749753409221
179,70.78271663742564
180,37.21201268888893
181,33.662267535554264
182,68.16851657185538
183,47.68088996260678
184,76.9419058119789
185,68.07907167568233
186,75.15061171577764
187,63.65561130598887
188,33.40798819664969
189,24.484392373017833
190,30.73915970180311
191,74.31463712704752
192,60.387552128541024
193,30.267189975582824
194,64.65444562782545
195,27.64011394554801
196,34.917078864878356
197,67.15220620735387
198,71.8201634046103
199,32.90280355642448
200,30.695815596135382
201,62.081406606588125
202,29.594910191530474
203,34.86022236622237
204,74.66405071457515
205,61.78494871588512
206,62.475431822509535
207,52.04682083473498
208,55.73592756636554
209,74.35301486651225
210,28.87512309304421
211,26.61511661842119
212,70.09434535531838
213,65.0468603635402
214,38.540785706729494
215,60.47606941152093
216,67.85754829501336
217,72.61065197166847
218,55.980802624951345
219,31.17065631662055
220,32.24832442828967
221,34.38364178506797
222,30.820542467953295
223,57.92538769977398
224,30.891070693173532
225,66.34547285649383
226,56.44289681621878
227,32.56104470103697
228,32.881680318628014
229,38.857373149132904
230,44.21907835929245
231,52.92519851058568
232,55.72013139264096
233,58.48221448665259
234,70.13814411391735
235,39.057107973307716
236,30.85718580346058
237,56.646117749756826
238,63.9741842038303
239,27.81939667238464
240,63.03371064661399
241,68.12387650223484
242,47.241086941164625
243,69.07652787613192
244,64.81020605332077
245,69.16125078595518
246,24.034627058325
247,40.84183594613303
248,78.17811753641968
249,24.45583874019914
250,63.70264035021882
251,31.848876932706638
252,48.16648419792237
253,55.17456165812557
254,57.27960879563491
255,34.50903799274759
256,55.27789443170214
257,67.18978424258965
258,63.673716695691596
259,39.218494683033576
260,50.52697006860697
261,47.38501236829292
262,28.300333071865786
263,78.61799261705644
264,60.30721589187614
265,26.3745405724588
266,40.150735686162236
267,23.559330006110834
268,64.8567846310024
269,79.4374132810523
270,70.67569443243721
271,74.13669199817983
272,34.65141738204068
273,46.549955645691455
274,25.41137282839236
275,35.417268631276485
276,65.03312155683628
277,30.49715590364645
278,61.67878716209073
279,26.495129198568094
280,60.96536790341652
281,58.94282799593913
282,64.28594060459277
283,56.93020335118078
284,35.71879025147856
285,30.926401857548356
286,31.993811507721908
287,72.02325930395027
288,52.002257497085935
289,32.687861731956076
290,62.09238784994825
291,38.22258633707464
292,55.67362195094553
293,67.59892194077402
294,34.334446198280986
295,69.89653506343888
296,68.79103619843879
297,30.02195194900297
298,32.176727899636624
299,75.6031273874263
300,48.746856703626214
301,71.42728263773019
302,52.37569773852372
303,35.04587935831316
304,57.15909882765931
305,30.22769503843638
306,36.19846232893143
307,69.5408458164314
308,57.50820085614474
309,27.83841721751157
310,64.83499333332
311,55.766407638975686
312,56.801662475635325
313,40.12768841988169
314,62.84112358609824
315,76.42908879864399
316,37.58824225438441
317,35.19333189732849
318,64.3364834010097
319,35.24571956111349
320,28.83248845907054
321,32.74110902604032
322,75.37934453400082
323,69.85386796934687
324,84.28394393207115
325,27.53163023317446
326,74.24451708765828
327,32.500121402984156
328,41.03435223946138
329,31.076841934884946
330,57.42954071894442
331,80.42238968746518
332,21.793311273314735
333,66.83158065419937
334,60.6066860202762
335,61.595258507641965
336,59.773680703993804
337,29.80966679905886
338,35.02105069786303
339,50.17838911715475
340,74.54875296650995
341,77.05953666108181
342,70.6045739468538
343,63.71395150053959
344,33.654505004423584
345,35.599078267632585
346,46.86060911445213
347,40.29803294793479
348,36.111658623393645
349,22.826127648239577
350,40.17629411582899
351,31.576060150871747
352,64.98902062196808
353,26.840600864640138
354,30.881132947166172
355,31.870947107166778
356,27.171462817045892
357,30.47343561623336
358,26.513079050622984
359,69.19796876031302
360,27.90877158736238
361,28.429303919951842
362,31.230895696762985
363,64.41040433153248
364,53.542415926870206
365,54.609817711457026
366,52.31774742833231
367,31.820830376039737
368,70.59447208019836
369,40.60901124201306
370,35.92700247041193
371,30.499462395758094
372,34.902762993956834
373,68.5129939596752
374,59.16220047100301
375,34.33472838603747
376,28.1462030152844
377,60.16120391129675
378,46.35849583903304
379,73.77799595723081
380,33.61230928976885
381,28.23112549961673
